TeamId,TeamName,SubmissionDate,Score
25481,P1Regular,"2012-10-12 02:58:19",0.76555
25481,P1Regular,"2012-10-12 03:17:27",0.77990
30033,Luke1977,"2012-12-10 10:22:38",0.77033
30700,"Taran Mitchell","2012-12-16 06:12:06",0.76555
31096,"Andrew Geers","2012-12-19 20:14:49",0.75119
31096,"Andrew Geers","2012-12-21 15:02:07",0.77033
34221,Banjocat,"2013-02-07 20:20:43",0.73684
34707,Orie,"2013-02-16 17:19:05",0.60287
34707,Orie,"2013-02-16 22:19:25",0.75598
34707,Orie,"2013-02-20 23:59:33",0.78468
34707,Orie,"2013-02-25 00:04:00",0.79425
35478,miyammoto,"2013-02-26 08:48:14",0.69856
35478,miyammoto,"2013-02-26 10:15:57",0.74162
35478,miyammoto,"2013-03-01 00:48:04",0.75598
35478,miyammoto,"2013-03-05 08:12:07",0.76555
36718,"Wesley Deelman","2013-06-13 20:31:28",0.76555
51742,k_ha,"2013-06-21 21:32:45",0.76555
58190,Sinaasappel,"2013-09-14 10:44:40",0.76555
60795,Watchanin,"2013-10-08 07:23:07",0.77990
60795,Watchanin,"2013-10-21 07:01:39",0.78947
64531,"Esteve del Acebo","2013-11-09 17:20:33",0.76555
64531,"Esteve del Acebo","2013-11-11 14:43:56",0.77990
69208,Gustavo,"2013-12-15 03:49:17",0.65550
70402,"Radek 2","2013-12-29 06:21:52",0.62679
70539,"Joseph Palermo 2","2013-12-30 21:28:58",0.76555
70402,"Radek 2","2014-01-10 04:56:13",0.78468
70402,"Radek 2","2014-01-20 03:57:24",0.79425
74300,Ignacio,"2014-01-29 17:11:58",0.73205
74300,Ignacio,"2014-01-29 22:39:45",0.74641
74300,Ignacio,"2014-01-29 23:43:38",0.77511
74402,"Barry Wong","2014-01-30 09:30:55",0.62679
74402,"Barry Wong","2014-01-30 15:40:32",0.76555
74300,Ignacio,"2014-01-30 18:28:19",0.77990
49717,"Cloga Chen","2014-02-07 11:44:14",0.76555
49717,"Cloga Chen","2014-02-07 11:46:20",0.77990
49717,"Cloga Chen","2014-02-07 12:38:49",0.79904
49717,"Cloga Chen","2014-02-07 13:02:32",0.80861
74402,"Barry Wong","2014-02-20 12:41:54",0.78468
74402,"Barry Wong","2014-02-20 12:43:47",0.79425
78390,yitzweb,"2014-02-26 20:35:23",0.62679
78390,yitzweb,"2014-02-26 21:30:04",0.76555
78390,yitzweb,"2014-02-27 03:00:29",0.77990
85928,Horizor,"2014-04-05 20:03:19",0.76555
85928,Horizor,"2014-04-05 20:51:10",0.77990
87028,Exolution,"2014-04-12 18:18:11",0.76076
87028,Exolution,"2014-04-12 18:24:38",0.76555
87028,Exolution,"2014-04-12 19:04:59",0.77990
93461,"hugo bowne-anderson","2014-05-07 18:54:12",0.72248
93461,"hugo bowne-anderson","2014-05-07 18:57:58",0.77990
104934,Sharks_with_Lasers,"2014-07-08 21:22:45",0.76555
104934,Sharks_with_Lasers,"2014-07-09 17:21:52",0.79904
104934,Sharks_with_Lasers,"2014-07-09 19:18:54",0.80382
108666,Think,"2014-07-29 16:24:30",0.76555
108666,Think,"2014-08-06 06:25:57",0.78468
111218,"Mohan 2","2014-08-08 16:09:57",0.76555
111218,"Mohan 2","2014-08-08 16:26:16",0.77990
108666,Think,"2014-08-09 20:14:04",0.79904
112263,linus-g,"2014-08-15 10:14:52",0.62679
112263,linus-g,"2014-08-15 10:37:19",0.76555
112263,linus-g,"2014-08-15 11:01:40",0.77990
112263,linus-g,"2014-08-16 03:24:17",0.78468
112263,linus-g,"2014-08-16 05:01:38",0.79425
113626,"Neill White","2014-08-20 22:20:36",0.78468
111603,"Subhashish Bhattacharjee","2014-08-24 06:30:43",0.76555
111603,"Subhashish Bhattacharjee","2014-08-24 10:22:51",0.77990
111603,"Subhashish Bhattacharjee","2014-08-24 19:28:53",0.78468
111603,"Subhashish Bhattacharjee","2014-08-26 16:40:20",0.78947
111603,"Subhashish Bhattacharjee","2014-08-26 17:29:34",0.79425
115045,"Andreas Schäfer","2014-08-31 04:22:38",0.76555
115045,"Andreas Schäfer","2014-08-31 12:34:59",0.77990
115397,"Pranali Jalgam","2014-09-02 17:17:34",0.76555
115045,"Andreas Schäfer","2014-09-05 14:47:32",0.78947
115045,"Andreas Schäfer","2014-09-06 01:13:45",0.79904
115045,"Andreas Schäfer","2014-09-07 01:29:56",0.80861
116241,Tseng&Kuo,"2014-09-08 08:59:36",0.59330
116241,Tseng&Kuo,"2014-09-08 09:04:32",0.66507
116241,Tseng&Kuo,"2014-09-08 09:18:07",0.75598
116241,Tseng&Kuo,"2014-09-08 13:48:23",0.76555
117159,"Nisi Hide","2014-09-15 03:07:00",0.62679
117159,"Nisi Hide","2014-09-15 03:47:24",0.76555
117113,akrot,"2014-09-15 06:01:41",0.78468
117113,akrot,"2014-09-15 06:16:46",0.79425
87028,Exolution,"2014-09-28 10:03:39",0.78468
87028,Exolution,"2014-09-28 10:26:32",0.78947
87028,Exolution,"2014-10-05 03:05:17",0.79425
120097,"Steven Watson","2014-10-05 14:09:59",0.62679
120097,"Steven Watson","2014-10-05 20:36:10",0.76555
120097,"Steven Watson","2014-10-05 20:55:25",0.77990
120097,"Steven Watson","2014-10-05 21:09:25",0.78468
120189,"Joonho Kim","2014-10-06 07:41:06",0.62679
120189,"Joonho Kim","2014-10-06 09:32:59",0.76555
120189,"Joonho Kim","2014-10-06 10:21:11",0.77990
120189,"Joonho Kim","2014-10-06 11:19:49",0.78468
120913,"John Orr","2014-10-11 02:22:44",0.59330
120913,"John Orr","2014-10-11 03:06:38",0.77990
122878,"Prateek Agarwal 2","2014-10-25 16:52:35",0.77511
122878,"Prateek Agarwal 2","2014-10-25 17:13:21",0.77990
122944,"Alex Sergeev","2014-10-26 07:13:33",0.77033
122944,"Alex Sergeev","2014-10-26 07:21:00",0.77511
122944,"Alex Sergeev","2014-10-26 09:20:20",0.77990
123964,"wayne yang","2014-11-01 03:48:28",0.76076
122878,"Prateek Agarwal 2","2014-11-02 16:35:47",0.78468
125115,"Ting Wei","2014-11-09 04:26:31",0.62679
125115,"Ting Wei","2014-11-16 13:14:19",0.68421
126235,SIMO-TS,"2014-11-16 21:02:27",0.76555
126739,shivrajp,"2014-11-19 10:03:15",0.62679
126739,shivrajp,"2014-11-19 10:25:41",0.76555
126739,shivrajp,"2014-11-19 10:50:35",0.77990
126739,shivrajp,"2014-11-19 11:13:54",0.78468
126739,shivrajp,"2014-11-19 12:23:09",0.79904
126739,shivrajp,"2014-11-19 14:34:15",0.81339
126739,shivrajp,"2014-11-20 09:08:40",0.81818
127721,"Riley Dallas","2014-11-23 19:43:08",0.62679
127721,"Riley Dallas","2014-11-23 20:02:32",0.76555
127721,"Riley Dallas","2014-11-23 20:35:49",0.78468
127721,"Riley Dallas","2014-11-24 05:02:08",0.80861
128570,Vladimir,"2014-11-28 07:32:55",0.78468
136415,DFridman,"2015-01-01 19:42:45",0.62200
136415,DFridman,"2015-01-01 20:43:18",0.76555
136415,DFridman,"2015-01-02 09:47:08",0.77033
136415,DFridman,"2015-01-02 10:02:05",0.78468
136834,SSR,"2015-01-04 06:33:32",0.76555
136834,SSR,"2015-01-04 06:36:20",0.77990
137202,"ramakant shankar","2015-01-06 04:25:01",0.76555
137202,"ramakant shankar","2015-01-06 06:26:10",0.77990
141173,"Paul Pajo","2015-01-24 18:32:52",0.62679
141173,"Paul Pajo","2015-01-24 19:02:15",0.76555
141173,"Paul Pajo","2015-01-24 19:25:52",0.77990
141173,"Paul Pajo","2015-01-24 20:09:34",0.78468
141173,"Paul Pajo","2015-01-24 21:25:35",0.79425
141710,"Iniyan Mdr","2015-01-27 14:36:38",0.75598
144552,Justfor,"2015-02-07 22:59:16",0.76555
144552,Justfor,"2015-02-07 23:03:22",0.77033
144552,Justfor,"2015-02-07 23:54:56",0.78947
144552,Justfor,"2015-02-10 08:38:56",0.79425
151299,"Mustafa Hasanbulli","2015-03-02 01:27:51",0.59330
151993,"Victor 4","2015-03-03 13:36:13",0.62679
151993,"Victor 4","2015-03-03 13:58:22",0.76555
154204,maddu,"2015-03-11 12:57:45",0.59330
154204,maddu,"2015-03-11 14:00:14",0.75598
155415,"Arpit Solanki","2015-03-17 10:30:27",0.74162
155415,"Arpit Solanki","2015-03-17 11:23:44",0.77033
69208,Gustavo,"2015-03-22 12:50:41",0.73684
158981,SC2015,"2015-03-24 18:16:32",0.60765
161269,"Vikash Singh","2015-03-30 18:17:11",0.76555
164785,t.MF,"2015-04-08 23:24:00",0.76555
164789,shvorneva.k,"2015-04-09 01:59:19",0.75119
166199,Nick_Maxwell,"2015-04-12 04:09:27",0.75119
168472,Damonzon,"2015-04-16 12:55:55",0.80382
168410,VTQuach,"2015-04-17 04:20:52",0.76555
169701,"George Mohler","2015-04-18 17:06:44",0.77990
170565,"Michael Hunt","2015-04-20 11:27:10",0.77511
164785,t.MF,"2015-05-01 03:38:14",0.77033
164785,t.MF,"2015-05-01 04:13:04",0.77990
164785,t.MF,"2015-05-01 05:30:50",0.78947
183306,"Joshua Yuji Meek","2015-05-20 03:17:22",0.62679
183306,"Joshua Yuji Meek","2015-05-20 03:26:59",0.76555
183306,"Joshua Yuji Meek","2015-05-21 01:17:29",0.77990
183306,"Joshua Yuji Meek","2015-05-21 02:24:48",0.78468
183306,"Joshua Yuji Meek","2015-05-21 03:35:05",0.79425
183306,"Joshua Yuji Meek","2015-05-21 04:16:29",0.81339
170565,"Michael Hunt","2015-05-22 18:06:59",0.78468
144552,Justfor,"2015-05-24 23:38:11",0.81339
144552,Justfor,"2015-05-25 00:04:05",0.81818
170565,"Michael Hunt","2015-05-27 13:33:02",0.79904
168410,VTQuach,"2015-06-16 07:25:48",0.77990
190754,PauloOliveira,"2015-06-17 01:26:43",0.77033
190754,PauloOliveira,"2015-06-17 02:02:29",0.77990
190754,PauloOliveira,"2015-06-17 03:38:13",0.78947
190754,PauloOliveira,"2015-06-18 14:47:53",0.80382
191816,eventide,"2015-06-21 20:52:26",0.78468
191816,eventide,"2015-06-21 21:18:46",0.80382
196117,AdamBoult,"2015-07-04 22:36:29",0.76555
196117,AdamBoult,"2015-07-04 23:21:20",0.77990
196262,"FSBDS Johnny","2015-07-05 18:58:32",0.72248
120097,"Steven Watson","2015-07-06 03:04:40",0.79425
196365,inosphe,"2015-07-06 04:57:56",0.62679
196365,inosphe,"2015-07-06 05:07:53",0.76555
120097,"Steven Watson","2015-07-07 02:20:21",0.81339
197548,NicolaeRosca,"2015-07-09 07:11:46",0.80382
198171,hidejxz,"2015-07-11 15:08:00",0.78468
196262,"FSBDS Johnny","2015-07-12 10:47:52",0.76555
151299,"Mustafa Hasanbulli","2015-07-15 03:43:35",0.76555
164785,t.MF,"2015-07-15 07:29:41",0.79425
196262,"FSBDS Johnny","2015-07-21 12:45:05",0.79425
202562,"Abhi 3","2015-07-23 16:55:06",0.76555
202562,"Abhi 3","2015-07-23 19:01:53",0.78468
202562,"Abhi 3","2015-07-24 17:07:57",0.80382
203153,a.karwan,"2015-07-25 16:29:41",0.74162
203153,a.karwan,"2015-07-25 21:19:59",0.77033
203153,a.karwan,"2015-07-26 00:13:24",0.78468
196262,"FSBDS Johnny","2015-07-28 15:24:35",0.80382
203153,a.karwan,"2015-07-29 12:27:18",0.78947
203153,a.karwan,"2015-07-30 10:09:02",0.79425
203153,a.karwan,"2015-07-30 13:18:13",0.80861
203153,a.karwan,"2015-07-30 18:20:32",0.81339
203153,a.karwan,"2015-08-04 09:26:32",0.81818
208962,navdeepPal,"2015-08-23 04:09:40",0.75119
212771,jtascensao,"2015-08-31 12:07:14",0.76555
212771,jtascensao,"2015-08-31 12:37:40",0.78468
212771,jtascensao,"2015-08-31 13:04:31",0.80382
151993,"Victor 4","2015-09-06 12:56:44",0.77511
215389,SindyTsang,"2015-09-08 02:49:33",0.76555
215389,SindyTsang,"2015-09-12 07:24:28",0.77033
216843,RishiSharma,"2015-09-12 20:15:50",0.78468
85928,Horizor,"2015-09-21 22:38:43",0.78468
85928,Horizor,"2015-09-21 23:06:41",0.79425
85928,Horizor,"2015-09-21 23:37:13",0.79904
219435,seoev,"2015-09-22 12:46:01",0.75119
58190,Sinaasappel,"2015-09-22 14:27:57",0.78468
219697,Ouuiea,"2015-09-23 09:12:01",0.78468
219697,Ouuiea,"2015-09-23 11:08:30",0.80382
58190,Sinaasappel,"2015-09-23 12:01:25",0.78947
219561,"Tyler Jarvis","2015-09-23 16:24:30",0.00000
